,text,sad-watson,joy-watson,fear-watson,disgust-watson,anger-watson,sentiment-watson
748,Your # was previously recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.105736,0.013966,0.234844,0.584276,0.141328,-0.783715
749,Long day at work I bet.   Just tryin to help you out.,0.195915,0.298182,0.264315,0.105074,0.045133,-0.735768
750,Where'd you go honey?,0.126741,0.657202,0.064403,0.046281,0.043569,-0.598498
751,"I'll pray for you; help stop the exploitation of each other, especially the children and women.",0.297696,0.060711,0.157671,0.299076,0.434158,-0.823004
752,Is it safe to say you aren't satisfied in your marriage?,0.089735,0.260965,0.054095,0.074107,0.085565,-0.808095
753,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
754,Haha...All of the Above!,0.0,0.0,0.0,0.0,0.0,0.93876
755,Either is good,0.12969,0.787887,0.04802,0.004967,0.021195,0.927662
756,"Nice try. The business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084657,0.006949,0.483193,0.362609,0.469796,-0.540701
757,Su # ahora se registra tratando de comprar sexo en línea y está disponible para el seguimiento de la policía. Se han hecho arrestos. Se señalará la cooperación. \n\n¿sabe que muchas de las niñas que se involucran en la prostitución son menores?,0.0,0.0,0.0,0.0,0.0,-0.677858
758,hello to you!   how can I help you?,0.0,0.880435,0.0,0.0,0.0,0.0
759,What time and what lookin for?,0.234369,0.191909,0.121014,0.06937,0.117801,0.0
760,HI!,0.0,0.0,0.0,0.0,0.0,0.0
761,sounds mutual.  lets do this,0.066844,0.388152,0.074489,0.113252,0.093868,0.913995
762,"Hello are you still there?Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.087382,0.002447,0.481821,0.373014,0.465552,-0.761636
763,"shit, yeah i know you dont need a lesson.  are there people you can talk to? i know friends sometimes leave when they have to choose either you or your wife.",0.654959,0.010657,0.137037,0.098687,0.422829,-0.762309
764,dont lie man you texted asking Stacey if she was available for an outcall.,0.058073,0.042313,0.032279,0.040424,0.083518,-0.561126
765,Are you aware that many of the girls who get involved in prostitution are minors?,0.097124,0.063197,0.178392,0.549852,0.132495,-0.66791
766,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
767,yeah that works,0.0,0.0,0.0,0.0,0.0,0.767292
768,Depends on what you are looking for?,0.01871,0.427876,0.018665,0.014222,0.037667,0.0
769,Can we talk about why you are looking for love in these ads?,0.025335,0.659935,0.021008,0.049851,0.03422,0.728701
770,wht u want for that hundo?,0.217352,0.067881,0.10962,0.071731,0.142023,0.0
771,u still there?,0.0,0.0,0.0,0.0,0.0,0.0
772,"Hey, I'm not who you wanted to text. I’m working with a bunch of guys who are trying to interrupt demand for victims of trafficking and I’m wondering if you would be willing to help us out.",0.49108,0.179167,0.059522,0.149456,0.274879,-0.954796
773,in or out call,0.0,0.0,0.0,0.0,0.0,0.0
774,"And this isn't Eva, by the way.",0.150042,0.523711,0.066388,0.089305,0.163729,0.0
775,You still with me?,0.916667,0.0,0.931034,0.0,0.0,0.0
776,Can be where u located,0.026494,0.064107,0.058797,0.048274,0.07912,0.0
777,u lookng for Taylor?,0.246181,0.067501,0.039147,0.33733,0.105268,0.0
778,"don't understand, what do you mean?",0.230553,0.065671,0.102284,0.078574,0.102669,0.0
779,"Hey, how's it go'in",0.169665,0.25993,0.110383,0.053408,0.100102,0.733329
780,My goal wasn't to make you feel guilty. But my goal was to stop you from purchasing a woman tonight. So I'm glad I succeeded in that. But this will just happen again unless you're willing to address the problem,0.440692,0.389455,0.056384,0.021316,0.120819,-0.511167
781,Some as young as 14!,0.0,0.880435,0.0,0.0,0.0,0.554669
782,And dangerous for you as well as the girls.,0.208282,0.30247,0.488071,0.124089,0.058987,-0.431367
783,u down?,0.0,0.0,0.0,0.0,0.0,0.0
784,"Sorry Hun, was in the shower.",0.061948,0.083292,0.793793,0.031701,0.029735,-0.947006
785,i do too,0.0,0.0,0.0,0.0,0.0,0.0
786,no need to apologize. we're just trying to help guys who aren't aware of the reality. ,0.44994,0.135499,0.079578,0.043494,0.113473,-0.724461
787,hi,0.0,0.0,0.0,0.0,0.0,0.0
788,against their will,0.0,0.0,0.0,0.0,0.0,0.0
789, ??,0.0,0.0,0.0,0.0,0.0,0.0
790,how are you?,0.0,0.0,0.0,0.0,0.0,0.0
791,I'm staying down by the stockyards.,0.221488,0.318519,0.102749,0.11005,0.119614,-0.560381
792,You've Called before,0.0,0.0,0.0,0.0,0.0,0.0
793,"sure babe, call me an lets figure it out",0.242948,0.596031,0.070574,0.030407,0.041837,0.609272
794,whatcha wanna do,0.508915,0.041357,0.138765,0.256576,0.282365,0.77642
795,Are you aware that prostitution is illegal?,0.100216,0.0065,0.103975,0.337209,0.30416,-0.676454
796,hey,0.0,0.0,0.0,0.0,0.0,0.0
797,Is it because youre lonely?,0.963247,0.012666,0.062587,0.013704,0.019506,-0.713454
798,did you just call? I think you hung up,0.266601,0.035493,0.259439,0.230059,0.261983,0.0
799,"The girls in this biz are actually only faking this to get paid, so they can pay off the pimp who forces them into this. Its not a good deal.",0.247047,0.0255,0.116445,0.289013,0.644953,-0.823427
800,"Yupp, just a lyft away  ",0.492911,0.059977,0.160101,0.176929,0.115995,0.0
801,Please look at www.sa.org/f2f/united-states-of-america/kansas/. Please see women as humans not objects for sale. You can do this.,0.040229,0.10443,0.088792,0.053523,0.029115,0.0
802,Whaaaaa?!,0.0,0.0,0.0,0.0,0.0,0.0
803,oh ya,0.0,0.0,0.0,0.0,0.0,0.0
804,cool what kinda fun,0.020994,0.950209,0.004116,0.010377,0.015191,0.968408
805,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
806,why not I like to be clear,0.45091,0.104057,0.056858,0.069544,0.157488,-0.854121
807,what u like your babe's to call you?,0.174937,0.720427,0.03401,0.047191,0.040758,0.0
808,Depends on what you want.  ,0.068065,0.338073,0.033321,0.01119,0.096941,0.0
809,"hey there! thanks for reaching out :) give me a call, we can talk about the details :)",0.003727,0.258946,0.003315,0.00346,0.009854,0.686654
810,well...,0.0,0.0,0.0,0.0,0.0,0.0
811,were you aware of that sir?,0.146506,0.056936,0.136715,0.265498,0.01309,0.0
812,"the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084633,0.003501,0.493338,0.374292,0.453114,-0.790438
813,And yeah!,0.0,0.0,0.0,0.0,0.0,0.0
814,Are you still there man? ,0.438749,0.082125,0.146502,0.365581,0.24884,0.0
815,Hey there what's your name?,0.049829,0.120116,0.030026,0.064894,0.07778,0.0
816,"If you are prosecuted you face expensive fines. If the girl is a minor, the penalties increase dramatically and can ruin your life. You may also have to register as a Sex Offender. These penalties are for first time offenders. If you respond to one of these ads again, these things could happen to you. \n\nDo you understand sir?",0.586709,0.08959,0.169384,0.23854,0.148083,-0.797788
817,Wed?  u up 4 fun now,0.043779,0.89788,0.015662,0.01239,0.004662,0.641537
818,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
819,call me,0.0,0.0,0.0,0.0,0.0,0.0
820,What do you want to do at the QV?,0.340452,0.030066,0.12081,0.063851,0.203653,0.0
821,"just asking, does hearing that change your perspective on these ads or are you just going to roll on to the next one?",0.400579,0.277097,0.136775,0.057645,0.155199,0.0
822,"Hello big boy, what are u interested in?",0.051478,0.496019,0.02928,0.199527,0.054074,0.0
823,why\n you hang up?,0.146789,0.074049,0.192882,0.165662,0.200959,0.0
824,wanna chat?,0.0,0.0,0.0,0.0,0.0,0.0
825,I am now..u still around?,0.428365,0.091951,0.248686,0.079377,0.247158,0.0
826,I want to hear about you first.,0.375994,0.195718,0.098997,0.077094,0.077886,0.629688
827,you tell me!,0.0,0.0,0.0,0.0,0.0,0.0
828,make an offer and I will consider,0.07446,0.377679,0.03433,0.080058,0.091695,0.661212
829,thats not how i roll,0.423454,0.227046,0.072387,0.076231,0.059863,-0.815252
830,heeeeey :),0.0,0.0,0.0,0.0,0.0,0.0
831,this won't be what you expected ..but want to help you ...,0.196965,0.10153,0.084311,0.010994,0.109882,-0.47146
832,"Yes, the average age of starting prostitution is 13",0.098323,0.095164,0.278706,0.00874,0.047495,0.0
833,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084107,0.003624,0.490256,0.376196,0.455092,-0.761636
834,depends...u got roses?,0.044064,0.404538,0.103751,0.032655,0.098297,0.0
835,My place or yours?,0.0,0.0,0.0,0.0,0.0,0.0
836,Is this your first time?,0.281385,0.420123,0.131254,0.090171,0.059542,0.0
837,hey,0.0,0.0,0.0,0.0,0.0,0.0
838,hey there catchin up u still lookin\n\n\n,0.196426,0.163736,0.077418,0.038167,0.063973,-0.491703
839,"thanks, give me a call",0.041987,0.351,0.026314,0.037914,0.076742,0.977485
840,call again,0.0,0.0,0.0,0.0,0.0,0.0
841,"If you are prosecuted you face expensive fines. If the girl is a minor, the penalties increase dramatically and can ruin your life. You may also have to register as a Sex Offender. These penalties are for first time offenders. If you respond to one of these ads again, these things could happen to you. \n\nDo you understand sir?",0.586709,0.08959,0.169384,0.23854,0.148083,-0.797788
842,embarrassed of what?,0.916667,0.0,0.0,0.0,0.0,-0.980216
843,how quick ;),0.0,0.0,0.0,0.0,0.0,0.0
844,What kind of insurance?,0.067212,0.033568,0.115775,0.016306,0.174552,0.0
845,yes. my speshalty,0.080972,0.191424,0.029239,0.028606,0.032904,0.536088
846,was her name Angelica?,0.089725,0.054205,0.069552,0.101558,0.099981,0.0
847,"any services in mind? gfe\n, full service, etc?",0.098115,0.062956,0.014625,0.199343,0.138137,0.0
848,"Conan, are you still there?",0.613511,0.058705,0.190016,0.115103,0.177891,0.0
849,oh yes! gimme a call and we can discuss further :),0.033226,0.682631,0.025288,0.009029,0.052007,0.860687
850,whatcha up to tonite?,0.140657,0.108512,0.128535,0.08522,0.10245,0.748809
851,hey!,0.0,0.0,0.0,0.0,0.0,0.0
852,Your # was previously recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.105736,0.013966,0.234844,0.584276,0.141328,-0.783715
853,depens,0.0,0.0,0.0,0.0,0.0,0.0
854,"the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\n\n",0.089383,0.00892,0.626772,0.184749,0.45941,-0.830098
855,u need another hh!,0.230139,0.126554,0.189122,0.112961,0.147792,-0.336837
856,Hey Chaz...Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.092967,0.021294,0.186665,0.657009,0.157458,0.0
857,"Ahh, that is up to you.",0.0,0.0,0.0,0.0,0.0,0.635286
858,I understand,0.0,0.0,0.0,0.0,0.0,0.0
859,hey,0.0,0.0,0.0,0.0,0.0,0.0
860,Can you tell me what you're looking for?,0.069206,0.038926,0.03232,0.079127,0.08439,0.0
861,Could be within the hour?,0.143964,0.290935,0.218987,0.05226,0.052825,0.0
862,ok.. then please read carefully,0.148205,0.141277,0.168667,0.101586,0.069823,0.842223
863,wht were u thinkin,0.151545,0.174219,0.093654,0.072945,0.08686,0.0
864,hey there ;),0.0,0.0,0.0,0.0,0.0,0.0
865,Hey! ,0.0,0.0,0.0,0.0,0.0,0.0
866,dunno. u said roses.,0.147533,0.269387,0.367522,0.186637,0.075514,0.0
867,Have you paid for sex before?,0.088366,0.019608,0.047527,0.536475,0.090383,0.0
868,Hey hey hey.... I'm available now... Are you?,0.0389,0.120657,0.017421,0.017623,0.048403,0.0
869,"Hot and bothered, how are you?",0.127037,0.253238,0.305931,0.229997,0.119519,-0.85084
870,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084107,0.003624,0.490256,0.376196,0.455092,-0.761636
871,No appointment without reference or ID,0.094868,0.01494,0.128728,0.079113,0.094677,-0.601431
872,im down,0.0,0.0,0.0,0.0,0.0,0.0
873,is a risky business.... ,0.119101,0.181098,0.406726,0.039721,0.110671,-0.621662
874,Are you aware that many of the girls who get involved in prostitution are minors?,0.097124,0.063197,0.178392,0.549852,0.132495,-0.66791
875,But you don't need to pay. Go to a bar and ask to hangout with someone,0.495054,0.218079,0.065856,0.174703,0.241087,0.0
876,May I text you information on where to get anonymous help?,0.096423,0.165882,0.103676,0.007403,0.097631,0.0
877,give me a call,0.0,0.0,0.0,0.0,0.0,0.0
878,its beena good day,0.025236,0.913818,0.013944,0.001984,0.013187,0.616963
879,"good, what you lookin for",0.05871,0.780035,0.044889,0.014019,0.024889,0.91762
880,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084107,0.003624,0.490256,0.376196,0.455092,-0.761636
881,gracias amigo,0.0,0.0,0.0,0.0,0.0,0.966635
882,"Nope, Still not trapping.",0.519005,0.093443,0.141911,0.074149,0.127872,-0.720485
883,whut r u lookin 4?,0.140657,0.113121,0.128839,0.077594,0.10245,0.0
884,May I text you information on where to get anonymous help?,0.096423,0.165882,0.103676,0.007403,0.097631,0.0
885,"hey there! I'm close to downtown, what about you?",0.178363,0.171928,0.095438,0.096942,0.128742,0.0
886,"If you are prosecuted you face expensive fines. If the girl is a minor, the penalties increase dramatically and can ruin your life. You may also have to register as a Sex Offender. These penalties are for first time offenders. If you respond to one of these ads again, these things could happen to you. \n\nDo you understand sir?",0.586709,0.08959,0.169384,0.23854,0.148083,-0.797788
887,You can get jail time,0.302967,0.100785,0.137005,0.37595,0.308326,-0.690849
888,I'm on the other line.,0.0,0.0,0.931034,0.0,0.0,0.0
889,certainly,0.0,0.0,0.0,0.0,0.0,0.0
890,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084107,0.003624,0.490256,0.376196,0.455092,-0.761636
891,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
892,"You got me on that haha, what can I do for you 2nite?",0.026787,0.840913,0.068949,0.016338,0.037711,0.725968
893,"So here's the deal, Jennifer isn't here right now. But I was wondering if you'd be willing to have a quick conversation. Your phone # has been added to our list and your cooperation will be very helpful.",0.174609,0.467632,0.019052,0.017031,0.093532,0.486008
894,do you know what can fill that void?,0.260568,0.068503,0.082829,0.052405,0.119959,0.0
895,YOUR FIRST TIME!!!!!!!!!,0.037149,0.759787,0.071764,0.063831,0.101628,0.0
896,"I'm not here to judge, I'm just trying to understand",0.37129,0.078456,0.104876,0.135066,0.259527,-0.891858
897,Depends on what you want me to do?,0.070494,0.246126,0.038879,0.014982,0.115816,0.0
898,"i dont want u to blow it on a pic of me, i want u to blow it ON me",0.334123,0.074302,0.287495,0.13314,0.380648,-0.752217
899,That's fine.  Are you aware that many of the girls who get involved in prostitution are minors?,0.083997,0.142916,0.121722,0.542049,0.108677,-0.738436
900,I did not put them up. He puts them up.,0.177736,0.106972,0.107213,0.32704,0.421728,-0.322586
901,call me 2 discuss,0.261815,0.079101,0.122219,0.147785,0.130705,0.0
902,Hey back...,0.0,0.0,0.0,0.0,0.0,0.0
903,its good,0.0,0.0,0.0,0.0,0.0,0.0
904,"this ain't the place to be lookin for ""just a friend to hangout""",0.195945,0.620643,0.052526,0.036464,0.064815,-0.78825
905,hi,0.0,0.0,0.0,0.0,0.0,0.0
906,give me a call and find out babe ;),0.075158,0.866058,0.023721,0.010345,0.018824,0.925411
907,"If you are prosecuted you face expensive fines. If the girl is a minor, the penalties increase dramatically and can ruin your life. You may also have to register as a Sex Offender. These penalties are for first time offenders. If you respond to one of these ads again, these things could happen to you. \n\nDo you understand sir?",0.586709,0.08959,0.169384,0.23854,0.148083,-0.797788
908,what r u lookin 4?,0.140657,0.113121,0.128839,0.077594,0.10245,0.0
909,"pix aint free, sorry babe",0.151545,0.169644,0.129722,0.072945,0.08686,-0.95261
910,call me boo,0.0,0.0,0.0,0.0,0.0,0.0
911,take a bathroom break - I dont want to miss out on you!,0.664537,0.004702,0.366414,0.152627,0.124312,-0.88063
912,sure am :),0.0,0.0,0.0,0.0,0.0,0.0
913,no way,0.0,0.0,0.0,0.0,0.0,0.0
914,Your # was previously recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.105736,0.013966,0.234844,0.584276,0.141328,-0.783715
915,Do you understand?!,0.0,0.0,0.0,0.0,0.0,0.0
916,OK Derek :-)  I'd like to have a conversation to get to know you better to make sure you are safe.  Are you OK with that?,0.031648,0.300707,0.025131,0.006746,0.027818,0.728373
917,they are like radio shows that you can download to your phone or computer.  They have them for just about every topic you could think of.  There is even one on porn addiction.  ,0.43753,0.115383,0.161995,0.466651,0.047466,-0.692709
918,hey yea what's yer pleasure hon,0.045855,0.374552,0.060971,0.037527,0.198609,0.905005
919,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084107,0.003624,0.490256,0.376196,0.455092,-0.761636
920,"ss, oral ... ?",0.0,0.0,0.0,0.0,0.0,0.0
921,???,0.0,0.0,0.0,0.0,0.0,0.0
922,Have you been dealing with loneliness a long time?,0.911503,0.031774,0.043551,0.022633,0.049749,-0.840763
923,"Edwin, Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?",0.107578,0.015435,0.216352,0.660953,0.156589,-0.347342
924,hey,0.0,0.0,0.0,0.0,0.0,0.0
925,There are a few ways. Number one: Educate yourself on what prostitution really is. It's not what most people think. It's brutal. Devastating for the girls,0.519529,0.115554,0.053026,0.391426,0.146468,0.624894
926,no cops,0.0,0.0,0.0,0.0,0.0,0.0
927,hey,0.0,0.0,0.0,0.0,0.0,0.0
928,thats not that fra,0.151545,0.174219,0.093654,0.072945,0.08686,0.0
929,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\n,0.206997,0.025375,0.243207,0.463239,0.175008,0.0
930,Hangin in .  What's up?,0.0,0.0,0.0,0.0,0.0,0.0
931,Please look at www.sa.org/f2f/united-states-of-america/kansas/. Please see women as humans not objects for sale. You can do this. You are not alone.,0.039289,0.107778,0.08695,0.053894,0.029514,-0.460337
932,i am how are you ,0.0,0.0,0.0,0.0,0.0,0.0
933,"hey, sorry I was unavailable earlier, u still looking for some fun ;)",0.069728,0.780308,0.066113,0.004821,0.005248,0.438305
934,it's pretty good. how about you?,0.019437,0.915017,0.01012,0.009638,0.018554,0.888001
935,im near fraser now I made my way up here,0.149567,0.271126,0.155715,0.113462,0.120834,0.771194
936,im ending my shift--would you mind if i texted in a few days?,0.55957,0.067457,0.251614,0.053883,0.064512,-0.751243
937,?,0.0,0.0,0.0,0.0,0.0,0.0
938,you?,0.0,0.0,0.0,0.0,0.0,0.0
939,Hey!,0.0,0.0,0.0,0.0,0.0,0.0
940,que te gusta,0.0,0.0,0.0,0.0,0.0,0.921581
941,u still lookin?,0.359115,0.0922,0.177746,0.096274,0.147753,-0.598221
942,"James, let's be honest with each other. We both know the nature of the ad you were calling about. ",0.094783,0.300135,0.030714,0.198463,0.145917,0.847174
943,"sometimes they ask for our records, then they set of sting operations",0.0781,0.085077,0.174805,0.014149,0.164071,0.0
944,Not what you're expecting ... but trying to help you ....,0.214562,0.116911,0.086022,0.032078,0.252607,-0.523971
945,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
946,whatz ur pleasur hon?,0.140657,0.108855,0.118404,0.08522,0.10245,0.920265
947,still there?                                      \nWe're a bunch of guys trying to help another bunch of guys ... and the poor young girls trapped in this business.  Do you want to help them?,0.472391,0.01583,0.107646,0.360791,0.387406,-0.978745
948,with a girl named Gia,0.13195,0.254715,0.053008,0.234349,0.07983,0.0
949,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084107,0.003624,0.490256,0.376196,0.455092,-0.761636
950,ya still there?,0.255589,0.272502,0.294822,0.102401,0.225237,0.0
951,"I'm sorry to hear about your spouse, but I'm more sorry to hear about your willingness to break covenant with her.",0.210833,0.006023,0.407505,0.062348,0.061845,-0.759107
952,hi there,0.0,0.0,0.0,0.0,0.0,0.0
953,I'm not sending unless you are serious. ,0.090299,0.034775,0.541591,0.118022,0.351704,-0.904699
954,hey why did you hang up?\n,0.081258,0.146427,0.085976,0.101989,0.144949,-0.635714
955,incall/outcall?,0.130213,0.099831,0.093534,0.066883,0.088116,0.0
956,don't be shy. ,0.151545,0.174219,0.093654,0.072945,0.08686,0.0
957,aw man no way,0.333062,0.015553,0.438151,0.035042,0.036179,-0.955057
958,Hey you,0.0,0.0,0.0,0.0,0.0,0.0
959,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084107,0.003624,0.490256,0.376196,0.455092,-0.761636
960,please give her a kiss in the head and say to her that her life is a bless for you... every work she did every word she said you has been a blessing,0.074858,0.857244,0.019522,0.013074,0.045977,0.97179
961,"hey, howru?",0.0,0.0,0.0,0.0,0.0,0.0
962,"half hour, an hour or more?",0.265407,0.087865,0.25926,0.227254,0.348223,0.0
963,Can you have intimacy with somebody that isn't posting a picture that is pretty revealing?,0.250436,0.318143,0.086681,0.284531,0.206344,0.0
964,that is ok.,0.0,0.0,0.0,0.0,0.0,0.880708
965,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
966,What u lookin for?,0.137917,0.116346,0.127005,0.078283,0.105373,0.0
967,"If you are prosecuted you face expensive fines. If the girl is a minor, the penalties increase dramatically and can ruin your life. You may also have to register as a Sex Offender. These penalties are for first time offenders. If you respond to one of these ads again, these things could happen to you. \n\nDo you understand sir?",0.586709,0.08959,0.169384,0.23854,0.148083,-0.797788
968,cool,0.0,0.0,0.0,0.0,0.0,0.0
969,let's make a deal. we can talk about it,0.21197,0.215178,0.152382,0.137925,0.30108,0.609404
970,whats up?,0.0,0.0,0.0,0.0,0.0,0.0
971,time is money,0.247863,0.291871,0.099208,0.165334,0.171664,0.0
972,I'm all about business. What's your cut?,0.232174,0.261888,0.056931,0.178647,0.329883,0.0
973,u got roses?,0.0,0.0,0.0,0.0,0.0,0.0
974,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084107,0.003624,0.490256,0.376196,0.455092,-0.761636
975,heya,0.0,0.0,0.0,0.0,0.0,0.0
976,I'm still available r u??,0.23032,0.021668,0.064774,0.014723,0.089644,0.0
977,this one? ??Super Freak????Fetish Friendly????Classy and Nasty????Ready Now??,0.053895,0.000215,0.241345,0.341521,0.458145,-0.961445
978,I don't send free pics. Been down that road. That's why they're online.,0.111653,0.203827,0.40488,0.053114,0.155102,-0.89182
979,detroit baby,0.0,0.0,0.0,0.0,0.0,0.0
980,"Hold on, I gotta tell you something",0.230364,0.060978,0.211227,0.031434,0.229927,0.0
981,Make what? A pizza? ,0.164275,0.449061,0.04516,0.234702,0.094798,0.0
982,never been with one!  i'm kinda new to this.,0.153994,0.61209,0.10626,0.047012,0.134056,0.736326
983,"Yeah, the business is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.084107,0.003624,0.490256,0.376196,0.455092,-0.761636
984,Your # is now recorded attempting to buy sex online and is available for police follow up. Arrests have been made. Cooperation will be noted.\n\nAre you aware that many of the girls who get involved in prostitution are minors?,0.109362,0.014925,0.22049,0.657885,0.154627,-0.387227
985,"the \nbusiness is set up to fool men into believing they’re doing something harmless, but it’s enslaving women. These girls are forced to sell themselves by pimps who take 100% of the money and control them with force, fraud, coercion and things like drugs and fear.\n\nAre you aware that buying sex is illegal?",0.088736,0.002576,0.507373,0.356662,0.449263,-0.797005
986,"M\nany people think it's harmless and that women are in full control. The truth is, most of these women are enslaved. They are forced to sell themselves by pimps who take 100% of the money and these same pimps control them through fear, beatings, threatening their families, and even getting them hooked on drugs. ",0.088303,0.010696,0.710792,0.319367,0.235247,-0.832769
987,Are you aware that many of the girls who get involved in prostitution are minors?,0.097124,0.063197,0.178392,0.549852,0.132495,-0.66791
988,This isnt your first time then,0.360191,0.418825,0.064464,0.042906,0.087813,-0.720185
989,either but the rate depends on what u want :P,0.203263,0.146543,0.093825,0.017,0.106321,0.0
990,what does $75 plus gas sound like?,0.134333,0.241386,0.138333,0.073905,0.129827,0.0
991,no free spank bank thats my rule,0.328309,0.276011,0.119272,0.050186,0.065224,-0.740309
992,"Hey we're not the police, just a bunch of guys that care about women getting trafficked and the men who are addicted to buying them online.  seriously Your # is now recorded attempting to buy sex online and is available for police follow up.  Here's soe info you should know!\n\nAre you aware that many of the girls who get involved in prostitution are minors?",0.121969,0.025127,0.105917,0.734202,0.247176,-0.292432
993,what r u lookin 4,0.151545,0.175795,0.122409,0.068043,0.08686,0.0
994,how do you fell about what you are doing?,0.916667,0.0,0.0,0.0,0.0,0.0
995,"este negocio es peligroso, siempre alguien sale herido.... muchas veces las personas son forzadas a trabajar en esto por enganos o forzadas",0.0,0.0,0.0,0.0,0.0,-0.971574
996,"the more you contact, the higher on the priority list you go",0.203683,0.063384,0.076899,0.074792,0.053924,0.0
